Brand;Serie;Color;Location;Fuel;Gear;CEKIS;Year;KM;Galeriden;CC;HP;GARANTI;Price
Opel;Astra;Kırmızı;Konya;Benzin;Duz;Onden;2011; 176 ;1;1364;140;0;118750
Renault;Clio;Kırmızı;Hatay;Benzin;Duz;Onden;2015; 79 ;0;1149;75;0;118750
Seat;Ibiza;Kırmızı;İstanbul;LPG;Duz;Onden;2015; 101 ;0;1390;85;0;118500
Fiat;Egea;Kırmızı;Sakarya;LPG;Duz;Onden;2016; 41 ;0;1368;95;0;118500
Renault;Clio;Kırmızı;Antalya;Dizel;Duz;Onden;2012; 171 ;1;1461;90;0;118000
Ford;Fiesta;Kırmızı;İstanbul;Benzin;Otomatik;Onden;2011; 102 ;0;1388;96;0;118000
Nissan;Micra;Kırmızı;İstanbul;Benzin;Yarı;Onden;2012; 99 ;0;1200;100;0;118000
Dacia;Sandero;Kırmızı;İstanbul;Dizel;Duz;Onden;2012; 81 ;0;1461;90;0;118000
Renault;Clio;Kırmızı;Aydın;Benzin;Duz;Onden;2014; 71 ;0;1149;75;0;118000
Renault;Clio;Kırmızı;Niğde;Benzin;Yarı;Onden;2013; 133 ;1;1197;120;0;117500
Renault;Megane;Kırmızı;Bursa;LPG;Duz;Onden;2009; 131 ;0;1598;110;0;117500
Citroen;C3;Kırmızı;Adana;Benzin;Yarı;Onden;2012; 108 ;0;1397;96;0;117500
Seat;Ibiza;Kırmızı;İzmir;LPG;Duz;Onden;2016; 91 ;1;999;75;0;117500
Seat;Ibiza;Kırmızı;Bursa;Benzin;Yarı;Onden;2011; 84 ;0;1197;105;0;117500
DS;Automobiles;Kırmızı;Kırşehir;Dizel;Duz;Onden;2012; 189 ;0;1560;93;0;117000
Renault;Clio;Kırmızı;Ankara;Dizel;Duz;Onden;2014; 158 ;0;1461;75;0;117000
Dacia;Sandero;Kırmızı;Bursa;Dizel;Duz;Onden;2012; 123 ;0;1461;90;0;117000
Renault;Clio;Kırmızı;Bursa;Benzin;Duz;Onden;2015; 73 ;0;1149;75;0;117000
Renault;Clio;Kırmızı;Manisa;Benzin;Duz;Onden;2013; 58 ;0;1149;75;0;117000
Renault;Clio;Kırmızı;İstanbul;Benzin;Duz;Onden;2016; 53 ;1;1200;75;0;116950
Renault;Clio;Kırmızı;Konya;Dizel;Duz;Onden;2010; 148 ;1;1600;100;0;116900
Renault;Clio;Kırmızı;İzmir;Dizel;Duz;Onden;2014; 263 ;1;1600;100;0;116500
Dacia;Sandero;Kırmızı;Antalya;Dizel;Duz;Onden;2013; 58 ;1;1600;100;0;116250
Renault;Clio;Kırmızı;Gaziantep;Dizel;Duz;Onden;2014; 130 ;1;1461;75;0;116000
Smart;ForTwo;Kırmızı;Sakarya;Benzin;Yarı;Arkadan;2011; 55 ;0;999;71;0;116000
Fiat;Punto;Kırmızı;Kütahya;Benzin;Yarı;Onden;2011; 58 ;1;1400;100;0;115750
Honda;Civic;Kırmızı;İstanbul;LPG;Duz;Onden;2007; 284 ;0;1595;125;0;115000
Ford;Focus;Kırmızı;Antalya;Dizel;Duz;Onden;2009; 179 ;0;1560;110;0;115000
Ford;Focus;Kırmızı;Adana;Dizel;Duz;Onden;2007; 158 ;0;1560;110;0;115000
Renault;Clio;Kırmızı;Bursa;Dizel;Duz;Onden;2015; 103 ;1;1461;75;0;115000
Renault;Clio;Kırmızı;İzmir;Dizel;Duz;Onden;2014; 78 ;1;1461;75;0;115000
Fiat;Punto;Kırmızı;İzmir;Benzin;Duz;Onden;2017; 44 ;0;1368;77;0;115000
Hyundai;i30;Kırmızı;Bingöl;Dizel;Otomatik;Onden;2012; 260 ;1;1582;128;0;114750
Volkswagen;Polo;Kırmızı;Konya;LPG;Duz;Onden;2012; 82 ;0;1390;85;0;114750
Renault;Clio;Kırmızı;Manisa;LPG;Duz;Onden;2015; 81 ;0;1149;75;0;114500
Renault;Clio;Kırmızı;Ankara;Benzin;Duz;Onden;2013; 79 ;0;1149;75;0;114500
Dacia;Sandero;Kırmızı;İstanbul;LPG;Duz;Onden;2016; 59 ;1;898;90;0;114500
Hyundai;i30;Kırmızı;Eskişehir;LPG;Duz;Onden;2009; 99 ;1;1597;122;0;114000
Nissan;Note;Kırmızı;İzmir;Benzin;Duz;Onden;2013; 44 ;0;1198;80;0;114000
Peugeot;208;Kırmızı;Muğla;Dizel;Duz;Onden;2015; 171 ;0;1398;69;0;113900
Hyundai;i20;Kırmızı;Antalya;LPG;Otomatik;Onden;2012; 14 ;0;1396;100;0;113600
Renault;Clio;Kırmızı;İstanbul;LPG;Duz;Onden;2015; 80 ;0;1149;75;0;113500
Dacia;Sandero;Kırmızı;Samsun;Dizel;Duz;Onden;2013; 183 ;0;1600;100;0;113000
Renault;Scenic;Kırmızı;Sakarya;LPG;Otomatik;Onden;2007; 110 ;1;1598;115;0;113000
Renault;Clio;Kırmızı;Çorum;Benzin;Duz;Onden;2013; 104 ;0;1149;75;0;113000
Fiat;Egea;Kırmızı;İstanbul;Benzin;Otomatik;Onden;2016; 75 ;1;1598;110;1;112750
Renault;Clio;Kırmızı;Antalya;Dizel;Duz;Onden;2013; 199 ;1;1461;90;0;112500
Hyundai;i10;Kırmızı;Diyarbakır;LPG;Otomatik;Onden;2015; 99 ;1;998;65;0;112500
Seat;Ibiza;Kırmızı;İstanbul;Benzin;Duz;Onden;2014; 99 ;0;1390;85;0;112500
Honda;Prelude;Kırmızı;İstanbul;LPG;Otomatik;Onden;1997; 265 ;0;2157;185;0;112000
Renault;Megane;Kırmızı;Kocaeli;LPG;Duz;Onden;2004; 174 ;0;1598;115;0;112000
Hyundai;i20;Kırmızı;İstanbul;Benzin;Otomatik;Onden;2012; 82 ;1;1396;100;0;112000
Hyundai;i20;Kırmızı;Adıyaman;Benzin;Otomatik;Onden;2012; 65 ;0;1397;100;0;112000
Dacia;Sandero;Kırmızı;Konya;Benzin;Duz;Onden;2013; 66 ;0;898;90;0;111000
Kia;Rio;Kırmızı;Eskişehir;LPG;Duz;Onden;2012; 185 ;0;1396;109;0;110000
Dacia;Sandero;Kırmızı;İstanbul;Dizel;Duz;Onden;2015; 175 ;0;1461;90;0;110000
Chevrolet;Cruze;Kırmızı;Ankara;LPG;Otomatik;Onden;2010; 148 ;0;1598;113;0;110000
Hyundai;i20;Kırmızı;Manisa;Benzin;Duz;Onden;2013; 126 ;0;1248;85;0;110000
Ford;Fiesta;Kırmızı;İstanbul;Dizel;Duz;Onden;2014; 115 ;0;1498;75;0;110000
Volkswagen;Polo;Kırmızı;İstanbul;Benzin;Duz;Onden;2010; 112 ;0;1390;85;0;110000
Fiat;Linea;Kırmızı;Ankara;Dizel;Duz;Onden;2012; 94 ;0;1248;95;0;110000
Peugeot;207;Kırmızı;Mardin;Benzin;Duz;Onden;2011; 88 ;0;1360;76;0;110000
Renault;Clio;Kırmızı;İstanbul;Benzin;Duz;Onden;2019; 11 ;0;898;90;1;110000
Renault;Clio;Kırmızı;Antalya;Benzin;Duz;Onden;2013; 120 ;1;898;90;0;109900
Hyundai;i20;Kırmızı;Şanlıurfa;Dizel;Duz;Onden;2015; 234 ;1;1396;90;0;109750
Seat;Leon;Kırmızı;Kars;LPG;Duz;Onden;2008; 204 ;0;1595;102;0;109000
Hyundai;i20;Kırmızı;Eskişehir;Dizel;Duz;Onden;2012; 143 ;0;1396;90;0;109000
Hyundai;i10;Kırmızı;Ankara;LPG;Otomatik;Onden;2010; 58 ;0;1086;66;0;109000
Dacia;Sandero;Kırmızı;Bursa;Dizel;Duz;Onden;2013; 165 ;0;1600;100;0;108750
Mazda;3;Kırmızı;İstanbul;Dizel;Duz;Onden;2012; 213 ;1;1560;115;0;108500
Citroen;C3;Kırmızı;İstanbul;Benzin;Yarı;Onden;2012; 103 ;0;1397;96;0;108500
Dacia;Sandero;Kırmızı;Kars;Benzin;Duz;Onden;2017; 211 ;1;898;90;1;108000
Dacia;Sandero;Kırmızı;Hatay;Dizel;Duz;Onden;2012; 130 ;0;1461;90;1;108000
Renault;Clio;Kırmızı;Antalya;Benzin;Duz;Onden;2016; 73 ;0;1149;75;0;108000
Fiat;Linea;Kırmızı;Bursa;Dizel;Duz;Onden;2015; 99 ;0;1248;95;0;107750
Audi;A3;Kırmızı;İstanbul;Benzin;Otomatik;Onden;2007; 167 ;0;1595;102;0;107500
Renault;Clio;Kırmızı;İstanbul;Benzin;Duz;Onden;2015; 78 ;0;1149;75;0;107400
Renault;Fluence;Kırmızı;Zonguldak;Dizel;Duz;Onden;2010; 155 ;0;1461;85;0;107000
Ford;Fiesta;Kırmızı;Mersin;Benzin;Duz;Onden;2011; 140 ;0;1242;82;0;107000
Renault;Clio;Kırmızı;İstanbul;Benzin;Duz;Onden;2016; 86 ;0;1149;75;0;107000
Dacia;Sandero;Kırmızı;İzmir;Benzin;Yarı;Onden;2016; 78 ;0;898;90;0;107000
Chevrolet;Spark;Kırmızı;Elazığ;Benzin;Duz;Onden;2010; 10 ;1;1206;82;0;107000
Volkswagen;Golf;Kırmızı;Ankara;LPG;Yarı;Onden;2008; 188 ;0;1598;115;0;106500
Kia;Picanto;Kırmızı;İstanbul;LPG;Otomatik;Onden;2011; 118 ;1;1086;65;0;106500
Renault;Megane;Kırmızı;Balıkesir;LPG;Duz;Onden;2009; 110 ;0;1598;110;0;106500
Ford;Focus;Kırmızı;Muğla;Dizel;Duz;Onden;2006; 210 ;0;1560;110;0;106000
Peugeot;207;Kırmızı;İstanbul;Benzin;Duz;Onden;2007; 195 ;0;1598;152;0;106000
Renault;Clio;Kırmızı;Çanakkale;Benzin;Duz;Onden;2012; 87 ;0;1149;75;0;106000
Renault;Clio;Kırmızı;Aydın;Benzin;Duz;Onden;2013; 31 ;1;1149;75;0;106000
Renault;Clio;Kırmızı;Kayseri;Benzin;Duz;Onden;2011; 6 ;1;1149;75;0;106000
BMW;3;Kırmızı;Bartın;LPG;Duz;Arkadan;2000; 326 ;0;1600;125;0;105000
Ford;Fiesta;Kırmızı;Aydın;Dizel;Duz;Onden;2012; 190 ;1;1398;70;0;105000
Renault;Clio;Kırmızı;Kayseri;Dizel;Duz;Onden;2013; 180 ;1;1461;75;0;105000
Fiat;Punto;Kırmızı;Gaziantep;Dizel;Duz;Onden;2011; 175 ;0;1400;75;0;105000
Renault;Clio;Kırmızı;Manisa;Benzin;Duz;Onden;2013; 130 ;0;1149;75;0;105000
Fiat;Panda;Kırmızı;Rize;Benzin;Duz;Onden;2016; 120 ;1;1242;69;0;105000
Skoda;Citigo;Kırmızı;Bursa;Benzin;Duz;Onden;2013; 116 ;0;999;60;0;105000
Renault;Clio;Kırmızı;Gaziantep;Benzin;Duz;Onden;2013; 95 ;0;1149;75;0;105000
Renault;Clio;Kırmızı;Bilecik;LPG;Duz;Onden;2013; 80 ;0;1149;75;0;104990
Hyundai;i10;Kırmızı;Samsun;Benzin;Duz;Onden;2014; 137 ;1;1200;75;0;104900
Opel;Astra;Kırmızı;İstanbul;LPG;Duz;Onden;2012; 170 ;1;1364;140;0;104750
Renault;Clio;Kırmızı;Bursa;Benzin;Duz;Onden;2013; 120 ;0;1149;75;0;104500
Renault;Clio;Kırmızı;Ankara;Dizel;Duz;Onden;2015; 83 ;0;1461;75;0;104000
Skoda;Fabia;Kırmızı;Trabzon;Benzin;Duz;Onden;2011; 73 ;0;1390;85;0;104000
Renault;Clio;Kırmızı;Bursa;Benzin;Duz;Onden;2012; 138 ;0;1149;75;0;103500
Skoda;Fabia;Kırmızı;Diyarbakır;Benzin;Duz;Onden;2015; 115 ;1;999;75;0;103000
Renault;Clio;Kırmızı;İstanbul;Benzin;Duz;Onden;2012; 114 ;0;1149;75;0;103000
Dacia;Sandero;Kırmızı;Kocaeli;Dizel;Duz;Onden;2013; 83 ;0;1461;90;0;103000
Skoda;Fabia;Kırmızı;İstanbul;Benzin;Duz;Onden;2011; 82 ;0;1390;85;0;103000
Dacia;Sandero;Kırmızı;Antalya;Benzin;Duz;Onden;2014; 77 ;0;898;90;0;103000
Dacia;Sandero;Kırmızı;Zonguldak;Dizel;Duz;Onden;2017; 232 ;1;1461;90;1;102500
Dacia;Sandero;Kırmızı;İstanbul;Dizel;Duz;Onden;2015; 175 ;1;1461;90;0;102500
Peugeot;307;Kırmızı;Antalya;Benzin;Otomatik;Onden;2005; 198 ;1;2000;150;0;102000
Ford;Fiesta;Kırmızı;Ankara;Dizel;Duz;Onden;2011; 194 ;0;1398;70;0;102000
Renault;Fluence;Kırmızı;İstanbul;Dizel;Duz;Onden;2012; 117 ;0;1461;85;0;102000
Volkswagen;Bora;Kırmızı;Antalya;LPG;Duz;Onden;2004; 192 ;0;1595;105;0;101750
Chevrolet;Cruze;Kırmızı;Kocaeli;LPG;Otomatik;Onden;2010; 193 ;0;1598;113;0;101500
Renault;Clio;Kırmızı;Sivas;LPG;Duz;Onden;2013; 77 ;0;1149;75;0;101000
Dacia;Sandero;Kırmızı;İzmir;Dizel;Duz;Onden;2015; 158 ;0;1461;90;0;100000
Seat;Ibiza;Kırmızı;Nevşehir;LPG;Duz;Onden;2015; 124 ;1;1390;85;0;100000
Hyundai;i10;Kırmızı;İzmir;LPG;Otomatik;Onden;2009; 95 ;0;1086;66;0;100000
Fiat;500;Kırmızı;İstanbul;Benzin;Yarı;Onden;2012; 34 ;0;1242;69;0;100000
Dacia;Sandero;Kırmızı;İzmir;Dizel;Duz;Onden;2014; 132 ;1;1461;90;0;99900
Renault;Clio;Kırmızı;İzmir;LPG;Duz;Onden;2012; 170 ;0;898;90;0;99750
Lancia;Ypsilon;Kırmızı;Ankara;Dizel;Duz;Onden;2013; 133 ;0;1248;95;0;99750
Renault;Clio;Kırmızı;İstanbul;Benzin;Duz;Onden;2015; 112 ;1;898;90;0;99750
Renault;Clio;Kırmızı;Bursa;Dizel;Duz;Onden;2015; 219 ;1;1461;75;0;99500
Volkswagen;Golf;Kırmızı;Aydın;Benzin;Duz;Onden;2006; 130 ;0;1598;115;0;99000
Fiat;Punto;Kırmızı;Çanakkale;Benzin;Duz;Onden;2014; 71 ;0;1368;77;0;99000
Opel;Corsa;Kırmızı;Ordu;Dizel;Duz;Onden;2012; 165 ;0;1248;95;0;98500
Chevrolet;Cruze;Kırmızı;Adana;LPG;Duz;Onden;2010; 165 ;0;1598;124;0;98000
Dacia;Sandero;Kırmızı;İzmir;LPG;Duz;Onden;2011; 125 ;0;1598;87;0;98000
Renault;Clio;Kırmızı;Zonguldak;LPG;Duz;Onden;2015; 121 ;0;1149;75;0;98000
Honda;Jazz;Kırmızı;İstanbul;Benzin;Yarı;Onden;2008; 175 ;0;1400;100;0;97500
Dacia;Sandero;Kırmızı;Bursa;Dizel;Duz;Onden;2011; 175 ;0;1461;70;0;97000
Fiat;Punto;Kırmızı;Bursa;LPG;Duz;Onden;2010; 120 ;0;1400;100;0;97000
Renault;Clio;Kırmızı;İstanbul;Dizel;Duz;Onden;2014; 115 ;0;1461;75;0;97000
Honda;Jazz;Kırmızı;İstanbul;Benzin;Duz;Onden;2009; 112 ;0;1339;100;0;97000
Hyundai;i10;Kırmızı;İzmir;LPG;Otomatik;Onden;2009; 94 ;1;1086;66;0;96499
Peugeot;207;Kırmızı;İstanbul;Dizel;Duz;Onden;2012; 195 ;0;1360;71;0;96000
Renault;Clio;Kırmızı;İstanbul;LPG;Duz;Onden;2014; 112 ;1;1149;75;0;96000
Hyundai;Getz;Kırmızı;Kayseri;Dizel;Duz;Onden;2006; 68 ;0;1493;110;0;96000
Hyundai;Getz;Kırmızı;Ankara;LPG;Otomatik;Onden;2009; 75 ;0;1399;97;0;95750
Peugeot;207;Kırmızı;Zonguldak;LPG;Duz;Onden;2009; 138 ;0;1360;91;0;95500
Kia;Pro;Kırmızı;İstanbul;Dizel;Otomatik;Onden;2011; 185 ;0;1582;115;0;95000
Seat;Ibiza;Kırmızı;Bursa;Benzin;Duz;Onden;2012; 166 ;0;1390;85;0;95000
Peugeot;207;Kırmızı;İstanbul;Dizel;Duz;Onden;2007; 144 ;0;1398;71;0;95000
Volkswagen;Golf;Kırmızı;Tekirdağ;Benzin;Duz;Onden;2004; 140 ;0;1598;115;0;95000
Hyundai;i30;Kırmızı;İstanbul;Benzin;Duz;Onden;2008; 94 ;0;1597;122;0;95000
Kia;Rio;Kırmızı;Denizli;LPG;Duz;Onden;2011; 85 ;0;1399;97;0;95000
Fiat;Linea;Kırmızı;Ankara;LPG;Duz;Onden;2011; 79 ;0;1368;77;0;95000
Hyundai;Getz;Kırmızı;Uşak;LPG;Duz;Onden;2008; 60 ;1;1399;97;0;95000
Renault;Clio;Kırmızı;İstanbul;Benzin;Duz;Onden;2015; 181 ;1;1149;75;0;94950
Renault;Clio;Kırmızı;Adana;Benzin;Duz;Onden;2013; 154 ;0;1149;75;0;94750
Seat;Ibiza;Kırmızı;İstanbul;Benzin;Duz;Onden;2013; 109 ;1;1390;85;0;94750
Peugeot;207;Kırmızı;Antalya;Benzin;Duz;Onden;2007; 288 ;0;1360;76;0;94500
Volkswagen;Golf;Kırmızı;Ankara;LPG;Otomatik;Onden;2001; 208 ;1;1595;102;0;94500
Dacia;Sandero;Kırmızı;Ankara;Dizel;Duz;Onden;2012; 120 ;0;1461;90;0;94500
Hyundai;i20;Kırmızı;Kocaeli;Benzin;Duz;Onden;2012; 100 ;1;1248;85;0;94500
Kia;Ceed;Kırmızı;Ankara;Dizel;Duz;Onden;2009; 157 ;1;1600;100;0;94000
Hyundai;Getz;Kırmızı;Samsun;Dizel;Duz;Onden;2011; 120 ;0;1493;88;0;93000
Peugeot;107;Kırmızı;Ankara;Benzin;Yarı;Onden;2011; 101 ;0;998;69;0;93000
Honda;Jazz;Kırmızı;Ankara;Benzin;Yarı;Onden;2002; 97 ;0;1400;100;0;93000
Nissan;Micra;Kırmızı;İstanbul;Benzin;Otomatik;Onden;2009; 55 ;1;1240;80;0;93000
Ford;Fiesta;Kırmızı;Konya;LPG;Duz;Onden;2009; 165 ;0;1388;80;0;92000
Renault;Clio;Kırmızı;Ankara;Benzin;Duz;Onden;2014; 253 ;1;1149;75;0;91950
Renault;Scenic;Kırmızı;İstanbul;LPG;Otomatik;Onden;2004; 168 ;1;1600;125;0;91900
Volkswagen;Polo;Kırmızı;İstanbul;Benzin;Otomatik;Onden;2006; 85 ;0;1390;75;0;91900
Seat;Ibiza;Kırmızı;Mardin;LPG;Duz;Onden;2013; 106 ;0;1390;85;0;91500
Renault;Symbol;Kırmızı;İzmir;Benzin;Duz;Onden;2011; 79 ;0;1149;75;0;91250
Hyundai;i10;Kırmızı;İstanbul;Benzin;Duz;Onden;2015; 185 ;1;1200;75;0;91000
Opel;Corsa;Kırmızı;Ankara;Dizel;Duz;Onden;2008; 185 ;0;1248;90;0;91000
Renault;Clio;Kırmızı;Konya;Dizel;Duz;Onden;2014; 172 ;1;1461;75;0;91000
Volkswagen;Polo;Kırmızı;Ankara;LPG;Otomatik;Onden;2003; 113 ;0;1390;75;0;90750
Volkswagen;Polo;Kırmızı;Konya;Dizel;Duz;Onden;2013; 281 ;0;1598;90;0;90000
Ford;Fiesta;Kırmızı;İzmir;Dizel;Duz;Onden;2011; 213 ;0;1398;70;0;90000
Alfa;Romeo;Kırmızı;Aydın;LPG;Duz;Onden;2004; 204 ;0;1598;120;0;90000
Seat;Ibiza;Kırmızı;İzmir;Benzin;Duz;Onden;2010; 187 ;0;1390;85;0;90000
Fiat;Punto;Kırmızı;Balıkesir;LPG;Duz;Onden;2011; 95 ;0;1368;77;0;90000
Hyundai;Getz;Kırmızı;İstanbul;Dizel;Duz;Onden;2009; 84 ;0;1493;88;0;90000
Opel;Corsa;Kırmızı;Elazığ;LPG;Duz;Onden;2008; 98 ;1;1400;100;0;89750
Renault;Clio;Kırmızı;Gaziantep;Dizel;Duz;Onden;2011; 146 ;0;1461;70;0;89500
Ford;Fiesta;Kırmızı;Tekirdağ;Dizel;Duz;Onden;2010; 205 ;0;1398;70;0;89000
Fiat;Punto;Kırmızı;Antalya;LPG;Duz;Onden;2006; 140 ;0;1368;95;0;89000
Fiat;Punto;Kırmızı;Antalya;LPG;Duz;Onden;2006; 140 ;0;1368;95;0;89000
Lancia;Ypsilon;Kırmızı;Aydın;Dizel;Duz;Onden;2013; 155 ;1;1248;95;0;88900
Hyundai;i20;Kırmızı;İstanbul;Benzin;Duz;Onden;2011; 82 ;0;1248;78;0;88750
Chevrolet;Cruze;Kırmızı;İstanbul;LPG;Duz;Onden;2010; 260 ;0;1598;124;0;88500
Volkswagen;Polo;Kırmızı;Ankara;LPG;Duz;Onden;2007; 190 ;0;1390;80;0;88500
Renault;Clio;Kırmızı;İstanbul;LPG;Duz;Onden;2013; 128 ;1;1149;75;0;88500
Hyundai;Getz;Kırmızı;Bursa;Dizel;Duz;Onden;2008; 119 ;1;1493;110;0;88500
Peugeot;307;Kırmızı;Ankara;LPG;Otomatik;Onden;2006; 99 ;0;1587;110;0;88500
Peugeot;208;Kırmızı;Mersin;Benzin;Duz;Onden;2013; 112 ;0;999;69;0;88350
Ford;Focus;Kırmızı;Ankara;LPG;Duz;Onden;2006; 218 ;0;1596;100;0;87500
Kia;Rio;Kırmızı;Gaziantep;LPG;Otomatik;Onden;2006; 166 ;0;1399;97;0;87500
Fiat;Punto;Kırmızı;İstanbul;Benzin;Duz;Onden;2006; 98 ;0;1368;95;0;87500
Opel;Corsa;Kırmızı;Gaziantep;Dizel;Duz;Onden;2012; 192 ;0;1248;75;0;87000
Peugeot;207;Kırmızı;Konya;Benzin;Otomatik;Onden;2008; 167 ;1;1360;91;0;86950
BMW;3;Kırmızı;Ankara;LPG;Duz;Arkadan;2001; 232 ;1;1595;105;0;86750
Fiat;Punto;Kırmızı;Bursa;Benzin;Duz;Onden;2015; 50 ;0;1242;69;0;86500
Renault;Megane;Kırmızı;İzmir;LPG;Otomatik;Onden;2004; 200 ;0;1598;115;0;86000
Renault;Clio;Kırmızı;Kayseri;Benzin;Duz;Onden;2013; 192 ;0;1149;75;0;85750
Renault;Clio;Kırmızı;Gaziantep;Benzin;Yarı;Onden;2008; 86 ;0;1149;80;0;85500
Renault;Clio;Kırmızı;İstanbul;Dizel;Duz;Onden;2013; 277 ;0;1461;75;0;85000
Renault;Megane;Kırmızı;Bursa;LPG;Duz;Onden;2004; 210 ;0;1598;115;0;85000
Hyundai;Getz;Kırmızı;Adana;Dizel;Duz;Onden;2008; 129 ;0;1493;88;0;85000
Fiat;Punto;Kırmızı;Mardin;LPG;Duz;Onden;2008; 82 ;0;1368;77;0;85000
Renault;Megane;Kırmızı;Antalya;LPG;Duz;Onden;2004; 157 ;0;1598;115;0;84900
Seat;Ibiza;Kırmızı;Mersin;Benzin;Duz;Onden;2014; 277 ;1;1390;85;0;84750
Volkswagen;Golf;Kırmızı;Giresun;Dizel;Otomatik;Onden;1999; 240 ;0;1896;90;0;84500
Volkswagen;Golf;Kırmızı;Ankara;LPG;Duz;Onden;2001; 158 ;0;1595;105;0;84500
Peugeot;207;Kırmızı;Tokat;Dizel;Duz;Onden;2011; 112 ;1;1360;71;0;84500
Hyundai;Getz;Kırmızı;İstanbul;Benzin;Duz;Onden;2010; 102 ;0;1399;97;0;84500
Volkswagen;Golf;Kırmızı;İzmir;Benzin;Duz;Onden;2004; 280 ;0;1598;115;0;84000
Peugeot;207;Kırmızı;Ankara;Dizel;Duz;Onden;2007; 193 ;0;1398;71;0;84000
Chevrolet;Cruze;Kırmızı;İstanbul;LPG;Duz;Onden;2010; 181 ;0;1598;113;0;83000
Hyundai;i30;Kırmızı;Adana;LPG;Duz;Onden;2009; 145 ;0;1597;122;0;83000
Peugeot;206+;Kırmızı;İstanbul;LPG;Duz;Onden;2011; 119 ;0;1360;76;0;82900
Seat;Leon;Kırmızı;Aksaray;LPG;Duz;Onden;2006; 215 ;1;1595;102;0;82500
Renault;Clio;Kırmızı;İstanbul;Dizel;Duz;Onden;2012; 173 ;1;1461;75;0;82500
Seat;Ibiza;Kırmızı;Bursa;Benzin;Duz;Onden;2012; 66 ;0;1400;100;0;82500
Nissan;Micra;Kırmızı;İstanbul;Benzin;Duz;Onden;2011; 194 ;0;1198;80;0;82000
Volkswagen;Golf;Kırmızı;İzmir;Benzin;Duz;Onden;2001; 165 ;0;1595;105;0;82000
Daihatsu;Sirion;Kırmızı;Eskişehir;Benzin;Otomatik;Onden;2005; 127 ;0;1298;87;0;82000
Renault;Clio;Kırmızı;Mersin;LPG;Duz;Onden;2013; 109 ;0;1149;75;0;82000
Renault;Megane;Kırmızı;Ankara;LPG;Duz;Onden;2004; 232 ;0;1598;115;0;81750
Volkswagen;Polo;Kırmızı;Muğla;Benzin;Duz;Onden;2004; 45 ;0;1390;75;1;81000
Renault;Clio;Kırmızı;Antalya;Benzin;Duz;Onden;2013; 214 ;0;1149;75;0;80000
Renault;Megane;Kırmızı;Aydın;LPG;Duz;Onden;2007; 192 ;1;1400;100;0;80000
Kia;Pro;Kırmızı;Ankara;Dizel;Duz;Onden;2009; 190 ;0;1600;125;0;80000
Fiat;Punto;Kırmızı;İstanbul;LPG;Yarı;Onden;2007; 165 ;0;1368;77;0;80000
Ford;Fiesta;Kırmızı;Hatay;Dizel;Duz;Onden;2011; 162 ;0;1398;70;0;80000
Hyundai;Accent;Kırmızı;Bursa;LPG;Otomatik;Onden;2005; 144 ;0;1341;86;0;80000
Peugeot;307;Kırmızı;İstanbul;LPG;Otomatik;Onden;2006; 230 ;1;1587;110;0;79999
Fiat;Punto;Kırmızı;Antalya;Dizel;Duz;Onden;2009; 220 ;1;1248;75;0;79990
Hyundai;Getz;Kırmızı;İzmir;Benzin;Duz;Onden;2006; 93 ;1;1399;97;0;79800
Honda;Jazz;Kırmızı;Eskişehir;LPG;Yarı;Onden;2005; 288 ;1;1400;100;0;79500
Ford;Focus;Kırmızı;Adana;LPG;Otomatik;Onden;2003; 278 ;0;1596;100;0;79500
Hyundai;Getz;Kırmızı;Antalya;Benzin;Duz;Onden;2010; 213 ;1;1399;97;0;79500
Opel;Corsa;Kırmızı;Elazığ;LPG;Yarı;Onden;2004; 184 ;0;1229;80;0;79500
Peugeot;206;Kırmızı;Konya;Benzin;Otomatik;Onden;2006; 86 ;1;1360;76;0;79250
Renault;Megane;Kırmızı;Yozgat;LPG;Duz;Onden;2004; 214 ;1;1598;115;0;79000
Renault;Megane;Kırmızı;İzmir;LPG;Duz;Onden;2004; 156 ;0;1390;80;0;79000
Volkswagen;Polo;Kırmızı;Edirne;Benzin;Duz;Onden;2005; 145 ;1;1390;75;0;78900
Peugeot;206;Kırmızı;Kayseri;LPG;Duz;Onden;2010; 180 ;1;1400;75;0;78500
Opel;Meriva;Kırmızı;Ordu;LPG;Duz;Onden;2004; 149 ;0;1598;100;0;78500
Opel;Corsa;Kırmızı;Niğde;Dizel;Duz;Onden;2005; 133 ;1;1248;70;0;78500
Renault;Symbol;Kırmızı;Muğla;LPG;Duz;Onden;2009; 99 ;0;1390;75;0;78250
Chevrolet;Lacetti;Kırmızı;Kütahya;LPG;Duz;Onden;2007; 95 ;1;1399;95;0;78250
Renault;Megane;Kırmızı;Konya;Dizel;Duz;Onden;2005; 320 ;1;1461;106;0;78000
Kia;Rio;Kırmızı;İstanbul;Dizel;Duz;Onden;2007; 182 ;0;1493;110;0;78000
Renault;Megane;Kırmızı;İzmir;Benzin;Duz;Onden;2004; 163 ;0;1390;95;0;78000
Fiat;Punto;Kırmızı;Bursa;LPG;Yarı;Onden;2007; 145 ;1;1368;77;0;78000
Dacia;Sandero;Kırmızı;İstanbul;LPG;Duz;Onden;2011; 99 ;0;1390;75;0;77750
Nissan;Micra;Kırmızı;Çorum;Benzin;Duz;Onden;2010; 288 ;1;1198;80;0;77500
